All device pins and their pinmux options
Pin,Name,Selected Mode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
38,A9,,AIO236,,,,,,,,,,,,,,,,
39,B4/C8/PGA4_OF,,AIO227,,,,,,,,,,,,,,,,
40,A10/B1/C10/PGA7_OF,,AIO230,,,,,,,,,,,,,,,,
41,B0,,AIO241,,,,,,,,,,,,,,,,
42,PGA7_GND,PGA7_GND
43,PGA7_IN,PGA7_IN
44,C14,,AIO246,,,,,,,,,,,,,,,,
46,VDD,VDD
47,VDDIO,VDDIO
48,FLT2,FLT2
49,FLT1,FLT1
50,GPIO13,,GPIO13,EPWM7_B,CANB_RX,,GPIO13,EQEP1_INDEX,SCIB_RX,PMBUSA_ALERT,GPIO13,FSIRXA_CLK,,,GPIO13,,,
51,GPIO12,,GPIO12,EPWM7_A,CANB_TX,,GPIO12,EQEP1_STROBE,SCIB_TX,PMBUSA_CTL,GPIO12,FSIRXA_D0,,,GPIO12,,,
52,GPIO11,,GPIO11,EPWM6_B,SCIB_RX,OUTPUTXBAR7,GPIO11,EQEP1_B,SCIB_RX,SPIA_STE,GPIO11,FSIRXA_D1,,,GPIO11,,,
53,GPIO33,,GPIO33,I2CA_SCL,,SPIB_STE,GPIO33,OUTPUTXBAR4,LINA_RX,SD1_C3,GPIO33,FSIRXA_CLK,CANA_RX,,GPIO33,,,
54,GPIO16,,GPIO16,SPIA_SIMO,CANB_TX,OUTPUTXBAR7,GPIO16,EPWM5_A,SCIA_TX,SD1_D1,GPIO16,EQEP1_STROBE,PMBUSA_SCL,XCLKOUT,GPIO16,,,
55,GPIO17,,GPIO17,SPIA_SOMI,CANB_RX,OUTPUTXBAR8,GPIO17,EPWM5_B,SCIA_RX,SD1_C1,GPIO17,EQEP1_INDEX,PMBUSA_SDA,,GPIO17,,,
56,GPIO24,,GPIO24,OUTPUTXBAR1,EQEP2_A,,GPIO24,EPWM8_A,SPIB_SIMO,SD1_D1,GPIO24,,PMBUSA_SCL,SCIA_TX,GPIO24,ERRORSTS,,
57,GPIO25,,GPIO25,OUTPUTXBAR2,EQEP2_B,,GPIO25,,SPIB_SOMI,SD1_C1,GPIO25,FSITXA_D1,PMBUSA_SDA,SCIA_RX,GPIO25,,,
58,GPIO26,,GPIO26,OUTPUTXBAR3,EQEP2_INDEX,,GPIO26,OUTPUTXBAR3,SPIB_CLK,SD1_D2,GPIO26,FSITXA_D0,PMBUSA_CTL,I2CA_SDA,GPIO26,,,
59,GPIO27,,GPIO27,OUTPUTXBAR4,EQEP2_STROBE,,GPIO27,OUTPUTXBAR4,SPIB_STE,SD1_C2,GPIO27,FSITXA_CLK,PMBUSA_ALERT,I2CA_SCL,GPIO27,,,
60,TCK,TCK
61,GPIO37/TDO,,GPIO37,OUTPUTXBAR2,,I2CA_SCL,GPIO37,SCIA_TX,CANA_TX,LINA_TX,GPIO37,EQEP1_B,PMBUSA_ALERT,,GPIO37,,,TDO
62,TMS,TMS
63,GPIO35/TDI,,GPIO35,SCIA_RX,,I2CA_SDA,GPIO35,CANA_RX,PMBUSA_SCL,LINA_RX,GPIO35,EQEP1_A,PMBUSA_CTL,,GPIO35,,,TDI
64,GPIO32,,GPIO32,I2CA_SDA,,SPIB_CLK,GPIO32,EPWM8_B,LINA_TX,SD1_D3,GPIO32,FSIRXA_D0,CANA_TX,,GPIO32,,,
65,GPIO56,,GPIO56,SPIA_CLK,,,GPIO56,EQEP2_STROBE,SCIB_TX,SD1_D3,GPIO56,SPIB_SIMO,,EQEP1_A,GPIO56,,,
66,GPIO57,,GPIO57,SPIA_STE,,,GPIO57,EQEP2_INDEX,SCIB_RX,SD1_C3,GPIO57,SPIB_SOMI,,EQEP1_B,GPIO57,,,
67,GPIO58,,GPIO58,,,,GPIO58,OUTPUTXBAR1,SPIB_CLK,SD1_D4,GPIO58,LINA_TX,CANB_TX,EQEP1_STROBE,GPIO58,,,
68,GPIO18_X2,,GPIO18,SPIA_CLK,SCIB_TX,CANA_RX,GPIO18,EPWM6_A,I2CA_SCL,SD1_D2,GPIO18,EQEP2_A,PMBUSA_CTL,XCLKOUT,GPIO18,,,
69,X1,X1
71,VDD,VDD
73,VREGENZ,VREGENZ
74,GPIO8,,GPIO8,EPWM5_A,CANB_TX,ADCSOCAO,GPIO8,EQEP1_STROBE,SCIA_TX,SPIA_SIMO,GPIO8,I2CA_SCL,FSITXA_D1,,GPIO8,,,
75,GPIO4,,GPIO4,EPWM3_A,,,GPIO4,OUTPUTXBAR3,CANA_TX,,GPIO4,,FSIRXA_CLK,,GPIO4,,,
76,GPIO3,,GPIO3,EPWM2_B,OUTPUTXBAR2,,GPIO3,OUTPUTXBAR2,PMBUSA_SCL,SPIA_CLK,GPIO3,SCIA_RX,FSIRXA_D0,,GPIO3,,,
77,GPIO2,,GPIO2,EPWM2_A,EMU1,,GPIO2,OUTPUTXBAR1,PMBUSA_SDA,,GPIO2,SCIA_TX,FSIRXA_D1,,GPIO2,,,
78,GPIO1,,GPIO1,EPWM1_B,EMU0,,GPIO1,,I2CA_SCL,,GPIO1,,,,GPIO1,,,
79,GPIO0,,GPIO0,EPWM1_A,,,GPIO0,,I2CA_SDA,,GPIO0,,,,GPIO0,,,
80,VDDIO_SW,VDDIO_SW
81,GPIO23_VSW,,GPIO23,,,,,,,,,,,,,,,
82,VSS_SW,VSS_SW
83,GPIO22_VFBSW,,GPIO22,EQEP1_STROBE,,SCIB_TX,GPIO22,,SPIB_CLK,SD1_D4,GPIO22,LINA_TX,,,GPIO22,,,
84,GPIO7,,GPIO7,EPWM4_B,,OUTPUTXBAR5,GPIO7,EQEP1_B,CANB_RX,SPIB_SIMO,GPIO7,FSITXA_CLK,,,GPIO7,,,
85,GPIO40,,GPIO40,,,,GPIO40,,PMBUSA_SDA,FSIRXA_D0,GPIO40,SCIB_TX,EQEP1_A,,GPIO40,,,
87,VDD,VDD
88,VDDIO,VDDIO
89,GPIO5,,GPIO5,EPWM3_B,,OUTPUTXBAR3,GPIO5,,CANA_RX,SPIA_STE,GPIO5,FSITXA_D1,,,GPIO5,,,
90,GPIO9,,GPIO9,EPWM5_B,SCIB_TX,OUTPUTXBAR6,GPIO9,EQEP1_INDEX,SCIA_RX,SPIA_CLK,GPIO9,,FSITXA_D0,,GPIO9,,,
91,GPIO39,,GPIO39,,,,GPIO39,,CANB_RX,FSIRXA_CLK,GPIO39,,,,GPIO39,,,
92,GPIO59,,GPIO59,,,,GPIO59,OUTPUTXBAR2,SPIB_STE,SD1_C4,GPIO59,LINA_RX,CANB_RX,EQEP1_INDEX,GPIO59,,,
93,GPIO10,,GPIO10,EPWM6_A,CANB_RX,ADCSOCBO,GPIO10,EQEP1_A,SCIB_TX,SPIA_SOMI,GPIO10,I2CA_SDA,FSITXA_CLK,,GPIO10,,,
94,GPIO34,,GPIO34,OUTPUTXBAR1,,,GPIO34,,PMBUSA_SDA,,GPIO34,,,,GPIO34,,,
95,GPIO15,,GPIO15,EPWM8_B,SCIB_RX,,GPIO15,,OUTPUTXBAR4,PMBUSA_SCL,GPIO15,SPIB_STE,EQEP2_B,,GPIO15,,,
96,GPIO14,,GPIO14,EPWM8_A,SCIB_TX,,GPIO14,,OUTPUTXBAR3,PMBUSA_SDA,GPIO14,SPIB_CLK,EQEP2_A,,GPIO14,,,
97,GPIO6,,GPIO6,EPWM4_A,OUTPUTXBAR4,SYNCOUT,GPIO6,EQEP1_A,CANB_TX,SPIB_SOMI,GPIO6,FSITXA_D0,,,GPIO6,,,
98,GPIO30,,GPIO30,CANA_RX,,SPIB_SIMO,GPIO30,OUTPUTXBAR7,EQEP1_STROBE,SD1_D4,GPIO30,,,,GPIO30,,,
99,GPIO31,,GPIO31,CANA_TX,,SPIB_SOMI,GPIO31,OUTPUTXBAR8,EQEP1_INDEX,SD1_C4,GPIO31,FSIRXA_D1,,,GPIO31,,,
100,GPIO29,,GPIO29,SCIA_TX,,EPWM7_B,GPIO29,OUTPUTXBAR6,EQEP1_B,SD1_C3,GPIO29,EQEP2_INDEX,LINA_RX,SPIB_STE,GPIO29,ERRORSTS,,
